"","model","smooth","type","by","est","se","Relative_completed_primary_series_rate_lag2","Relative_full_service_restaurant_lag2","Relative_Government_Response_Index_lag2","Relative_gym_lag2","Relative_office_of_physician_lag2","Relative_Past_12_week_infections_lag4","Relative_university_lag2","Relative_Weekly_testing_lag2"
"143","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0391818225039928,0.0076441051783315,0.98437972429344,NA,NA,NA,NA,NA,NA,NA
"144","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0354746743245488,0.00775377142082251,0.992399684470425,NA,NA,NA,NA,NA,NA,NA
"145","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0315769568415148,0.00786187386361103,1.00041964464741,NA,NA,NA,NA,NA,NA,NA
"146","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0274873276600503,0.00796588948578693,1.0084396048244,NA,NA,NA,NA,NA,NA,NA
"147","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0232048270565872,0.00806394753496898,1.01645956500138,NA,NA,NA,NA,NA,NA,NA
"148","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0187288140942162,0.00815478265913712,1.02447952517837,NA,NA,NA,NA,NA,NA,NA
"149","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0140589652018204,0.00823769822230718,1.03249948535535,NA,NA,NA,NA,NA,NA,NA
"150","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.00919526442864426,0.0083125329174041,1.04051944553234,NA,NA,NA,NA,NA,NA,NA
"151","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.00413801676591594,0.00837963575875006,1.04853940570932,NA,NA,NA,NA,NA,NA,NA
"152","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.0011121411841625,0.00843984525991954,1.05655936588631,NA,NA,NA,NA,NA,NA,NA
"153","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.00655427594106254,0.00849446578809735,1.0645793260633,NA,NA,NA,NA,NA,NA,NA
"154","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.0121871033176669,0.00854525680382464,1.07259928624028,NA,NA,NA,NA,NA,NA,NA
"155","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.0180086990436209,0.008594447325864,1.08061924641727,NA,NA,NA,NA,NA,NA,NA
"156","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.0240165166495181,0.00864470057589843,1.08863920659425,NA,NA,NA,NA,NA,NA,NA
